   RELATÓRIO DE EXTRAÇÃO


  tema   /   frase   /   repetições   /   sentença (texto original)
  terra  /  34 segundo número dia espiar terra saber quarenta dia levar sobre vós vosso iniqüidade quarenta ano ano dia conhecer oposição  /  1  /  34 segundo o número dos dias em que espiastes a terra , a saber , quarenta dias , levareis sobre vós as vossas iniqüidades por quarenta anos , um ano por um dia , e conhecereis a minha oposição
  terra  /  servo vir terra mui distante causa nome senhor deus porquanto ouvir fama tudo egito 10 tudo dois rei amorreus além jordão siom rei hesbom ogue rei basã astarote  /  1  /  teus servos vieram duma terra mui distante , por causa do nome do senhor teu deus , porquanto ouvimos a sua fama , e tudo o que fez no egito , 10 e tudo o que fez aos dois reis dos amorreus , que estavam além do jordão , a siom , rei de hesbom , e a ogue , rei de basã , que estava em astarote
  terra  /  19 pouco número sim mui pouco estrangeiro terra 20 andar nação nação reino outro povo 21 ninguém permitir oprimir amor reprendeu rei 22 dizer  /  1  /  19 quando eram poucos em número , sim , mui poucos , e estrangeiros na terra , 20 andando de nação em nação , e dum reino para outro povo , 21 a ninguém permitiu que os oprimisse , e por amor deles reprendeu reis , 22 dizendo
  terra  /  14 além desde dia nomeado governador terra judá desde ano vinte ano trinta dois rei artaxerxes doze ano irmão comer pão devido governador  /  1  /  14 além disso , desde o dia em que fui nomeado seu governador na terra de judá , desde o ano vinte até o anos trinta e dois do rei artaxerxes , isto é , por doze anos , nem eu nem meus irmãos comemos o pão devido ao governador
  terra  /  9 esquecer maldade vosso pai maldade rei judá maldade mulher vosso maldade maldade vosso mulher cometido terra judá rua jerusalém  /  1  /  9 esquecestes já as maldades de vossos pais , as maldades dos reis de judá , as maldades das suas mulheres , as vossas maldades e as maldades das vossas mulheres , cometidas na terra de judá e nas ruas de jerusalém
  terra  /  senhor deus escolher fim seres próprio povo acima todo povo sobre terra  /  1  /  o senhor teu deus te escolheu , a fim de lhe seres o seu próprio povo , acima de todos os povos que há sobre a terra
  terra  /  7 redenção sangue redenção delito segundo riqueza graça 8 abundar comigo todo sabedoria prudência 9 conhecer mistério vontade segundo beneplácito nele propor 10 dispensação plenitude tempo convergir cristo todo coisa tanto céu terra 11 nele dizer fomo feito herança haver predestinado conforme propósito todo coisa segundo conselho vontade 12 fim louvor glória nó antes haver esperado cristo  /  1  /  7 em quem temos a redenção pelo seu sangue , a redenção dos nossos delitos , segundo as riquezas da sua graça , 8 que ele fez abundar para conosco em toda a sabedoria e prudência , 9 fazendo-nos conhecer o mistério da sua vontade , segundo o seu beneplácito , que nele propôs 10 para a dispensação da plenitude dos tempos , de fazer convergir em cristo todas as coisas , tanto as que estão nos céus como as que estão na terra , 11 nele , digo , no qual também fomos feitos herança , havendo sido predestinados conforme o propósito daquele que faz todas as coisas segundo o conselho da sua vontade , 12 com o fim de sermos para o louvor da sua glória , nós , os que antes havíamos esperado em cristo
  terra  /  espírito levantar terra céu visão deus trouxe jerusalém entrado porta pátio dentro olha norte onde assento imagem ciúme provocar ciúme  /  1  /  e o espírito me levantou entre a terra e o céu , e nas visões de deus me trouxe a jerusalém , até a entrada da porta do pátio de dentro , que olha para o norte , onde estava o assento da imagem do ciúme , que provoca ciúme
  terra  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  15  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  terra  /  59 palavra suplicar perante senhor perto diante senhor deus dia noite defender causa servo causa povo israel cada dia exigir 60 todo povo terra saber senhor deus outro  /  1  /  59 e que estas minhas palavras , com que supliquei perante o senhor , estejam perto , diante do senhor nosso deus , de dia e de noite , para que defenda ele a causa do seu servo e a causa do seu povo israel , como cada dia o exigir , 60 para que todos os povos da terra , saibam que o senhor é deus , e que não há outro
  terra  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  2  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  terra  /  40 pois santo monte monte alto israel dizer senhor deus ali servir todo casa israel todo terra  /  1  /  40 pois no meu santo monte , no monte alto de israel , diz o senhor deus , ali me servirá toda a casa de israel , toda ela , na terra
  terra  /  15 responder jeremias todo homem saber mulher queimar incenso outro deus todo mulher presente grande multidão saber todo povo habitar terra egito patros dizer  /  2  /  15 então responderam a jeremias todos os homens que sabiam que suas mulheres queimavam incenso a outros deuses , e todas as mulheres que estavam presentes , uma grande multidão , a saber , todo o povo que habitava na terra do egito , em patros , dizendo
  terra  /  10 fim vinte ano salomão edificar duas casa casa senhor casa rei 11 hirão rei tiro trazer salomão madeira cedro cipreste ouro segundo todo desejo dar rei salomão hirão vinte cidade terra galiléia  /  2  /  10 ao fim dos vinte anos em que salomão edificara as duas casas , a casa do senhor e a casa do rei , 11 como hirão , rei de tiro , trouxera a salomão madeira de cedro e de cipreste , e ouro segundo todo o seu desejo , deu o rei salomão a hirão vinte cidades na terra da galiléia
  terra  /  31 eis dia vir dizer senhor pacto novo casa israel casa judá 32 conforme pacto pai dia tomar mão terra egito pacto invalidar apesar haver desposado dizer senhor  /  1  /  31 eis que os dias vêm , diz o senhor , em que farei um pacto novo com a casa de israel e com a casa de judá , 32 não conforme o pacto que fiz com seus pais , no dia em que os tomei pela mão , para os tirar da terra do egito , esse meu pacto que eles invalidaram , apesar de eu os haver desposado , diz o senhor
  terra  /  visto escutar palavra 9 eis enviar tomar todo família norte dizer senhor nabucodonosor rei babilônio servo trazer sobre terra sobre morador sobre todo nação redor  /  1  /  visto que não escutastes as minhas palavras 9 eis que eu enviarei , e tomarei a todas as famílias do norte , diz o senhor , como também a nabucodonosor , rei de babilônia , meu servo , e os trarei sobre esta terra , e sobre os seus moradores , e sobre todas estas nações em redor
  terra  /  28 resto povo sacerdote porteiro cantor netinins todo separado povo outro terra seguir lei deus mulher filho filho todo conhecimento entendimento 29 aderir irmão nobre convir juramento sob pena maldição andar lei deus dado intermédio moisés servo deus guardar cumprir todo mandamento senhor senhor juízo estatuto  /  1  /  28 e o resto do povo , os sacerdotes , os porteiros , os cantores , os netinins , e todos os que se tinham separado dos povos de outras terras para seguir a lei de deus , suas mulheres , seus filhos e suas filhas , todos os que tinham conhecimento e entendimento , 29 aderiram a seus irmãos , os seus nobres , e convieram num juramento sob pena de maldição de que andariam na lei de deus , a qual foi dada por intermédio de moisés , servo de deus , e de que guardariam e cumpririam todos os mandamentos do senhor , nosso senhor , e os seus juízos e os seus estatutos
  terra  /  16 aplicar coração conhecer sabedoria ver trabalho sobre terra pois homem dia noite conseguir dar sono olho 17 contemplar todo obra deus ver homem poder comprender obra debaixo sol  /  3  /  16 quando apliquei o meu coração a conhecer a sabedoria , e a ver o trabalho que se faz sobre a terra ( pois homens há que nem de dia nem de noite conseguem dar sono aos seus olhos ) , 17 então contemplei toda obra de deus , e vi que o homem não pode comprender a obra que se faz debaixo do sol
  terra  /  9 senhor deus brotar terra todo qualidade árvore agradável visto bom comido bem árvore vida meio jardim árvore conhecimento bem mal  /  1  /  9 e o senhor deus fez brotar da terra toda qualidade de árvores agradáveis à vista e boas para comida , bem como a árvore da vida no meio do jardim , e a árvore do conhecimento do bem e do mal
  rei  /  crônico 28 1 ora davi convocar jerusalém todo chefe israel chefe tribo chefe turma servir rei chefe mil chefe cem intendente todo bem possessão rei filho oficial homem valoroso valente  /  3  /  i crônicas 28 1 ora , davi convocou a jerusalém todos os chefes de israel , os chefes das tribos , os chefes das turmas que serviam o rei , os chefes de mil , e os chefes de cem , e os intendentes de todos os bens e possessões do rei e de seus filhos , como também os oficiais e os homens mais valorosos e valentes
  rei  /  haver sobre nó rei 20 nó todo outro nação rei julgar saia adiante nó pelejar batalha  /  1  /  não , mas haverá sobre nós um rei , 20 para que nós também sejamos como todas as outras nações , e para que o nosso rei nos julgue , e saia adiante de nós , e peleje as nossas batalhas
  rei  /  vir ajuntar grande ceia deus 18 comer carne rei carne comandante carne poderoso carne cavalo montar sim carne todo homem livre escravo pequeno grande  /  2  /  vinde , ajuntai-vos para a grande ceia de deus , 18 para comerdes carnes de reis , carnes de comandantes , carnes de poderosos , carnes de cavalos e dos que neles montavam , sim , carnes de todos os homens , livres e escravos , pequenos e grandes
  rei  /  14 utensílio ouro prata casa deus nabucodonosor tomado templo jerusalém levado templo babilônio rei siro templo babilônio entregue homem cujo nome sesbazar constituído governador  /  1  /  14 e até os utensílios de ouro e de prata da casa de deus , que nabucodonosor tinha tomado do templo que estava em jerusalém e levado para o templo de babilônia , o rei siro os tirou do templo de babilônia , e eles foram entregues a um homem cujo nome era sesbazar , a quem ele tinha constituído governador
  rei  /  31 verdade cidade desde dia edificar dia hoje provocado ira furor sorte remover diante mim 32 causa todo maldade filho israel filho judá provocar ira rei príncipe sacerdote profeta homem judá morador jerusalém  /  2  /  31 na verdade esta cidade , desde o dia em que a edificaram e até o dia de hoje , tem provocado a minha ira e o meu furor , de sorte que eu a removerei de diante de mim , 32 por causa de toda a maldade dos filhos de israel e dos filhos de judá , que fizeram para me provocarem à ira , eles e os seus reis , os seus príncipes , os seus sacerdotes e os seus profetas , como também os homens de judá e os moradores de jerusalém
  rei  /  19 cidade tomar oficial cargo gente guerra cinco homem ver face rei achar cidade escrivão mor exército registrar povo terra sessenta homem povo terra achar cidade  /  2  /  19 da cidade tomou um oficial , que tinha cargo da gente de guerra , e cinco homens dos que viam a face do rei e que se achavam na cidade , como também o escrivão-mor do exército , que registrava o povo da terra , e sessenta homens do povo da terra , que se achavam na cidade
  rei  /  24 vós diligentemente ouvir dizer senhor introduzir carga porta cidade dia sábado santificar dia sábado nele trabalho algum 25 entrar porta cidade rei príncipe assentir sobre trono davi andar carro montado cavalo príncipe homem judá morador jerusalém  /  1  /  24 mas se vós diligentemente me ouvirdes , diz o senhor , não introduzindo cargas pelas portas desta cidade no dia de sábado , e santificardes o dia de sábado , não fazendo nele trabalho algum , 25 então entrarão pelas portas desta cidade reis e príncipes , que se assentem sobre o trono de davi , andando em carros e montados em cavalos , eles e seus príncipes , os homens de judá , e os moradores de jerusalém
  rei  /  6 ver pois amonita haver feito abominável davi enviar alugar sírio bete-reobe sírio bete-reobe sírio sobá vinte mil homem infantaria rei macá mil homem homem tobe doze mil  /  2  /  6 vendo , pois , os amonitas que se haviam feito abomináveis para com davi , enviaram e alugaram dos sírios de bete-reobe e dos sírios de bete-reobe e dos sírios de sobá vinte mil homens de infantaria , e do rei de macá mil homens , e dos homens de tobe doze mil
  rei  /  jeremias 28 1 suceder ano princípio reinado zedequias rei judá ano quarto mês quinto hananias filho azur profeta gibeão falar casa senhor presença sacerdote todo povo dizer  /  1  /  jeremias 28 1 e sucedeu no mesmo ano , no princípio do reinado de zedequias , rei de judá , no ano quarto , no mês quinto , que hananias , filho de azur , o profeta de gibeão , me falou , na casa do senhor , na presença dos sacerdotes e de todo o povo dizendo
  rei  /  amós amós 1 juízo contra vizinho israel 1 palavra amós pastor tecoa ver respeito israel dia uzias rei judá dia jeroboão filho joás rei israel dois ano antes terremoto  /  1  /  amós amós 1 juízos contra os vizinhos de israel 1 as palavras de amós , que estava entre os pastores de tecoa , o que ele viu a respeito de israel , nos dias de uzias , rei de judá , e nos dias de jeroboão , filho de joás , rei de israel , dois anos antes do terremoto
  rei  /  9 dia dizer senhor desfalecer coração rei coração príncipe  /  1  /  9 naquele dia , diz o senhor , desfalecerá o coração do rei e o coração dos príncipes
  rei  /  7 dizer senhor entregar zedequias rei judá servo povo cidade restar peste espada fome sim entregá-los-ei mão nabucodonosor rei babilônio mão inimigo mão procurar vida  /  3  /  7 e depois disso , diz o senhor , entregarei zedequias , rei de judá , e seus servos , e o povo , e os que desta cidade restarem da peste , e da espada , e da fome , sim entregá-los-ei na mão de nabucodonosor , rei de babilônia , e na mão de seus inimigos , e na mão dos que procuram tirar-lhes a vida
  rei  /  7 ouvir pois todo chefe força campo homem rei babilônio haver constituído gedalias filho aicão governador terra haver confiado homem mulher criança pobre terra levado cativo babilônio 8 vir gedalias mizpá  /  1  /  7 ouvindo pois todos os chefes das forças que estavam no campo , eles e os seus homens , que o rei de babilônia havia constituído a gedalias , filho de aicão , governador da terra , e que lhe havia confiado homens , mulheres e crianças , os mais pobres da terra , que não foram levados cativos para babilônia , 8 vieram ter com gedalias , a mizpá
  rei  /  9 esquecer maldade vosso pai maldade rei judá maldade mulher vosso maldade maldade vosso mulher cometido terra judá rua jerusalém  /  2  /  9 esquecestes já as maldades de vossos pais , as maldades dos reis de judá , as maldades das suas mulheres , as vossas maldades e as maldades das vossas mulheres , cometidas na terra de judá e nas ruas de jerusalém
  rei  /  jeremias 8 1 tempo dizer senhor sepultura osso rei judá osso príncipe osso sacerdote osso profeta osso habitante jerusalém  /  17  /  jeremias 8 1 naquele tempo , diz o senhor , tirarão para fora das suas sepulturas os ossos dos reis de judá , e os ossos dos seus príncipes , e os ossos dos sacerdotes , e os ossos dos profetas , e os ossos dos habitantes de jerusalém
  rei  /  contudo deus abandonar escravidão estender sobre nó benevolência perante rei pérsio dar vida fim levantar casa deus reparar assolação dar abrigo judá jerusalém  /  1  /  contudo o nosso deus não nos abandonou em nossa escravidão , mas estendeu sobre nós a sua benevolência perante os reis da pérsia , para nos dar a vida , a fim de levantarmos a casa do nosso deus e repararmos as suas assolações , e para nos dar um abrigo em judá e em jerusalém
  rei  /  hebreu 7 1 porque melquisedeque rei salém sacerdote deus alto sair encontro abraão regressar matança rei abençoar 2 abraão separar dízimo tudo primeiramente interpretação nome rei justiça rei salém rei paz  /  1  /  hebreus 7 1 porque este melquisedeque , rei de salém , sacerdote do deus altíssimo , que saiu ao encontro de abraão quando este regressava da matança dos reis , e o abençoou , 2 a quem também abraão separou o dízimo de tudo ( sendo primeiramente , por interpretação do seu nome , rei de justiça , e depois também rei de salém , que é rei de paz
  rei  /  7 desde dia pai dia hoje estada grande culpa causa iniqüidade fomo entregue nó rei sacerdote mão rei terra espada cativeiro rapina confusão rosto hoje vê  /  1  /  7 desde os dias de nossos pais até o dia de hoje temos estado em grande culpa , e por causa das nossas iniqüidades fomos entregues , nós , os nossos reis e os nossos sacerdotes , na mão dos reis das terras , à espada , ao cativeiro , à rapina e à confusão do rosto , como hoje se vê
  rei  /  13 casa jerusalém casa rei judá imundo lugar tofete todo casa sobre cujo terraço queimar incenso todo exército céu oferecer libação deus estranho  /  2  /  13 e as casas de jerusalém , e as casas dos reis de judá , serão imundas como o lugar de tofete , como também todas as casas , sobre cujos terraços queimaram incenso a todo o exército dos céus , e ofereceram libações a deuses estranhos
  rei  /  26 ajuntar salomão carro cavaleiro sorte mil quatrocentos carro doze mil cavaleiro distribuir cidade carro junto rei jerusalém  /  1  /  26 também ajuntou salomão carros e cavaleiros , de sorte que tinha mil e quatrocentos carros e doze mil cavaleiros , e os distribuiu pelas cidades dos carros , e junto ao rei em jerusalém
  rei  /  10 fim vinte ano salomão edificar duas casa casa senhor casa rei 11 hirão rei tiro trazer salomão madeira cedro cipreste ouro segundo todo desejo dar rei salomão hirão vinte cidade terra galiléia  /  1  /  10 ao fim dos vinte anos em que salomão edificara as duas casas , a casa do senhor e a casa do rei , 11 como hirão , rei de tiro , trouxera a salomão madeira de cedro e de cipreste , e ouro segundo todo o seu desejo , deu o rei salomão a hirão vinte cidades na terra da galiléia
  rei  /  11 carta rei conceder judeu haver cada cidade reunir dispor defender vida destruir matar esterminarem todo força povo província querer assaltar juntamente pequenino mulher saquear bem 12 dia todo província rei assuero dia treze duodécimo mês mês adar  /  2  /  11 nestas cartas o rei concedia aos judeus que havia em cada cidade que se reunissem e se dispusessem para defenderem as suas vidas , e para destruírem , matarem e esterminarem todas as forças do povo e da província que os quisessem assaltar , juntamente com os seus pequeninos e as suas mulheres , e que saqueassem os seus bens , 12 num mesmo dia , em todas as províncias do rei assuero , do dia treze do duodécimo mês , que é o mês de adar
  rei  /  visto escutar palavra 9 eis enviar tomar todo família norte dizer senhor nabucodonosor rei babilônio servo trazer sobre terra sobre morador sobre todo nação redor  /  2  /  visto que não escutastes as minhas palavras 9 eis que eu enviarei , e tomarei a todas as famílias do norte , diz o senhor , como também a nabucodonosor , rei de babilônia , meu servo , e os trarei sobre esta terra , e sobre os seus moradores , e sobre todas estas nações em redor
  rei  /  32 agora pois ó deus deus grande poderoso temível guarda pacto beneficência pouco conta todo aflição alcançar nó rei príncipe sacerdote profeta pai todo povo desde dia rei assírio dia hoje  /  1  /  32 agora , pois , ó nosso deus , deus grande , poderoso e temível , que guardas o pacto e a beneficência , não tenhas em pouca conta toda a aflição que nos alcançou a nós , a nossos reis , a nossos príncipes , a nossos sacerdotes , a nossos profetas , a nossos pais e a todo o teu povo , desde os dias dos reis da assíria até o dia de hoje
  rei  /  josué 10 1 adoni-zedeque rei jerusalém ouvir josué tomar ai destruir totalmente pois ai rei feito jericó rei morador gibeom feito paz israelita meio 2 temer pois gibeom cidade grande cidade real ainda maior ai todo homem valoroso  /  1  /  josué 10 1 quando adoni-zedeque , rei de jerusalém , ouviu que josué tomara a ai , e a destruíra totalmente ( pois este fizera a ai e ao seu rei como tinha feito a jericó e ao seu rei ) , e que os moradores de gibeom tinham feito paz com os israelitas , e estavam no meio deles , 2 temeu muito , pois gibeom era uma cidade grande como uma das cidades reais , e era ainda maior do que ai , e todos os seus homens eram valorosos
  rei  /  8 nação reino servir nabucodonosor rei babilônio pôr pescoço debaixo jugo rei babilônio punir espada fome peste nação dizer senhor consumido mão  /  2  /  8 a nação e o reino que não servirem a nabucodonosor , rei de babilônia , e que não puserem o seu pescoço debaixo do jugo do rei de babilônia , punirei com a espada , com a fome , e com a peste a essa nação , diz o senhor , até que eu os tenha consumido pela mão dele
  dia  /  20 dia noite olho aberto casa sim lugar dizer ali pôr nome  /  1  /  20 que dia e noite estejam os teus olhos abertos para esta casa , sim , para o lugar de que disseste que ali porias o teu nome
  dia  /  5 anjo ver pé sobre mar sobre terra levantar mão direito céu 6 jurar viver por+os século século criar céu nele terra em+ela mar nele haver demora 7 dia voz sétimo anjo tocar trombeta cumprir mistério deus anunciar servo profeta  /  4  /  5 o anjo que vi em pé sobre o mar e sobre a terra levantou a mão direita ao céu , 6 e jurou por aquele que vive pelos séculos dos séculos , o qual criou o céu e o que nele há , e a terra e o que nela há , e o mar e o que nele há , que não haveria mais demora , 7 mas que nos dias da voz do sétimo anjo , quando este estivesse para tocar a trombeta , se cumpriria o mistério de deus , como anunciou aos seus servos , os profetas
  dia  /  5 acabado dia dar rei banquete todo povo achar susã capital tanto grande pequeno sete dia pátio jardim palácio real  /  1  /  5 e , acabado aqueles dias , deu o rei um banquete a todo povo que se achava em susã , a capital , tanto a grandes como a pequenos , por sete dias , no pátio do jardim do palácio real
  dia  /  ato 10 1 homem cesaréia nome cornélio centurião corte chamado italiano 2 piedoso temente deus todo casa esmola povo contínuo orar deus 3 cerca hora nono dia ver claramente visão anjo deus dirigir dizer  /  6  /  atos 10 1 um homem em cesaréia , por nome cornélio , centurião da corte chamada italiana , 2 piedoso e temente a deus com toda a sua casa , e que fazia muitas esmolas ao povo e de contínuo orava a deus , 3 cerca da hora nona do dia , viu claramente em visão um anjo de deus , que se dirigia para ele e lhe dizia
  dia  /  3 graça damo deus pai senhor jesus cristo orar sempre vós 4 desde ouvir falar vosso fé cristo jesus amor todo santo 5 causa esperança reservado céu antes ouvir palavra verdade evangelho 6 chegar vós todo mundo frutificar crescendo assim vós desde dia ouvir conhecer graça deus verdade 7 segundo aprender epafras amado conservo nó fiel ministro cristo  /  4  /  3 graças damos a deus , pai de nosso senhor jesus cristo , orando sempre por vós , 4 desde que ouvimos falar da vossa fé em cristo jesus , e do amor que tendes a todos os santos , 5 por causa da esperança que vos está reservada nos céus , da qual antes ouvistes pela palavra da verdade do evangelho , 6 que já chegou a vós , como também está em todo o mundo , frutificando e crescendo , assim como entre vós desde o dia em que ouvistes e conhecestes a graça de deus em verdade , 7 segundo aprendestes de epafras , nosso amado conservo , que por nós é fiel ministro de cristo
  dia  /  15 judeu achar susã reunir dia catorze mês adar matar susã trezentos homem  /  1  /  15 os judeus que se achavam em susã reuniram-se também no dia catorze do mês de adar , e mataram em susã trezentos homens
  dia  /  samuel 30 1 suceder pois chegar davi homem terceiro dia ziclague amalequitas feito incursão sobre negebe sobre ziclague ferido ziclague queimado fogo  /  1  /  i samuel 30 1 sucedeu , pois , que , chegando davi e os seus homens ao terceiro dia a ziclague , os amalequitas tinham feito uma incursão sobre o negebe , e sobre ziclague , e tinham ferido a ziclague e a tinham queimado a fogo
  dia  /  24 vós diligentemente ouvir dizer senhor introduzir carga porta cidade dia sábado santificar dia sábado nele trabalho algum 25 entrar porta cidade rei príncipe assentir sobre trono davi andar carro montado cavalo príncipe homem judá morador jerusalém  /  2  /  24 mas se vós diligentemente me ouvirdes , diz o senhor , não introduzindo cargas pelas portas desta cidade no dia de sábado , e santificardes o dia de sábado , não fazendo nele trabalho algum , 25 então entrarão pelas portas desta cidade reis e príncipes , que se assentem sobre o trono de davi , andando em carros e montados em cavalos , eles e seus príncipes , os homens de judá , e os moradores de jerusalém
  dia  /  pacto dia noite permanecer determinado ordenança céu terra 26 rejeitar descendência jacó davi servo modo tomar descendência dominar sobre descendência abraão isaque jacó  /  1  /  se o meu pacto com o dia e com a noite não permanecer , e se eu não tiver determinado as ordenanças dos céus e da terra , 26 também rejeitarei a descendência de jacó , e de davi , meu servo , de modo que não tome da sua descendência os que dominem sobre a descendência de abraão , isaque , e jacó
  dia  /  amós amós 1 juízo contra vizinho israel 1 palavra amós pastor tecoa ver respeito israel dia uzias rei judá dia jeroboão filho joás rei israel dois ano antes terremoto  /  1  /  amós amós 1 juízos contra os vizinhos de israel 1 as palavras de amós , que estava entre os pastores de tecoa , o que ele viu a respeito de israel , nos dias de uzias , rei de judá , e nos dias de jeroboão , filho de joás , rei de israel , dois anos antes do terremoto
  dia  /  6 quantum ver dia vir deixar aqui pedra sobre pedra derribado  /  1  /  6 quanto a isto que vedes , dias virão em que não se deixará aqui pedra sobre pedra , que não seja derribada
  dia  /  9 dia dizer senhor desfalecer coração rei coração príncipe  /  1  /  9 naquele dia , diz o senhor , desfalecerá o coração do rei e o coração dos príncipes
  dia  /  10 designar lugar povo israel plantar ali habitar lugar perturbado nunca filho iniqüidade afligir dantes 11 desde dia ordenar haver juiz sobre povo israel  /  2  /  10 também designarei lugar para o meu povo , para israel , e o plantarei ali , para que ele habite no seu lugar , e não mais seja perturbado , e nunca mais os filhos da iniqüidade o aflijam , como dantes , 11 e como desde o dia em que ordenei que houvesse juízes sobre o meu povo israel
  dia  /  14 além desde dia nomeado governador terra judá desde ano vinte ano trinta dois rei artaxerxes doze ano irmão comer pão devido governador  /  1  /  14 além disso , desde o dia em que fui nomeado seu governador na terra de judá , desde o ano vinte até o anos trinta e dois do rei artaxerxes , isto é , por doze anos , nem eu nem meus irmãos comemos o pão devido ao governador
  dia  /  20 mordecai escrever coisa enviar carta todo judeu achar todo província rei assuero perto longe 21 ordenar guardar dia catorze mês adar dia quinze todo ano 22 dia judeu repouso inimigo mês mudar tristeza alegria pranto dia festa fim dia banquete alegria mandar porção escolhido outro dádiva pobre  /  1  /  20 mordecai escreveu estas coisas , e enviou cartas a todos os judeus que se achavam em todas as províncias do rei assuero , aos de perto e aos de longe , 21 ordenando-lhes que guardassem o dia catorze do mês de adar e o dia quinze do mesmo , todos os anos , 22 como os dias em que os judeus tiveram repouso dos seus inimigos , e o mês em que se lhes mudou a tristeza em alegria , e o pranto em dia de festa , a fim de que os fizessem dias de banquetes e de alegria , e de mandarem porções escolhidas uns aos outros , e dádivas aos pobres
  dia  /  10 sétimo dia rei coração alegre vinho mandar meumã bizta harbona bigta abagta zétar carcás sete eunuco servir presença rei assuero 11 introduzir presença rei rainho vasti coroa real mostrar povo príncipe formosura pois formoso  /  1  /  10 ao sétimo dia , o rei , estando já o seu coração alegre do vinho , mandou a meumã , bizta , harbona , bigta , abagta , zétar e carcás , os sete eunucos que serviam na presença do rei assuero , 11 que introduzissem à presença do rei a rainha vasti , com a coroa real , para mostrar aos povos e aos príncipes a sua formosura , pois era formosíssima
  dia  /  ezequiel 40 1 ano vinte cinco cativeiro princípio ano décimo dia mês ano catorze cidade conquistado dia veio sobre mim mão senhor 2 visão deus levar terra israel pôr sobre monte alto sobre haver edifício cidade banda sul  /  9  /  ezequiel 40 1 no ano vinte e cinco do nosso cativeiro , no princípio do ano , no décimo dia do mês , no ano catorze depois que a cidade foi conquistada , naquele mesmo dia veio sobre mim a mão do senhor , 2 e em visões de deus me levou à terra de israel , e me pôs sobre um monte muito alto , sobre o qual havia como que um edifício de cidade para a banda do sul
  dia  /  ester ester 1 1 suceder dia assuero assuero reinar desde índio etiópia sobre cento vinte seis província 2 rei assuero assentado trono reino susã capital 3 terceiro ano reinado dar banquete todo príncipe servo assim perante poder pérsio médio nobre oficial província  /  1  /  ester ester 1 1 sucedeu nos dias de assuero , o assuero que reinou desde a índia até a etiópia , sobre cento e vinte e seis províncias , 2 que , estando o rei assuero assentado no seu trono do seu reino em susã , a capital , 3 no terceiro ano de seu reinado , deu um banquete a todos os seus príncipes e seus servos , estando assim perante ele o poder da pérsia e da média , os nobres e os oficiais das províncias
  dia  /  59 palavra suplicar perante senhor perto diante senhor deus dia noite defender causa servo causa povo israel cada dia exigir 60 todo povo terra saber senhor deus outro  /  1  /  59 e que estas minhas palavras , com que supliquei perante o senhor , estejam perto , diante do senhor nosso deus , de dia e de noite , para que defenda ele a causa do seu servo e a causa do seu povo israel , como cada dia o exigir , 60 para que todos os povos da terra , saibam que o senhor é deus , e que não há outro
  dia  /  29 todo oração todo súplica qualquer homem todo povo israel conhecer cada praga dor estender mão casa 30 ouvir céu lugar habitação perdoar dar cada conforme todo caminho segundo virar coração pois conhecer coração filho homem 31 temer andar caminho todo dia viver terra dar pai  /  3  /  29 toda oração e toda súplica que qualquer homem ou todo o teu povo israel fizer , conhecendo cada um a sua praga e a sua dor , e estendendo as suas mãos para esta casa , 30 ouve então do céu , lugar da tua habitação , e perdoa , e dá a cada um conforme todos os seus caminhos , segundo vires o seu coração ( pois tu , só tu conheces o coração dos filhos dos homens ) 31 para que te temam e andem nos teus caminhos todos os dias que viverem na terra que deste a nossos pais
  dia  /  22 dia seguinte multidão ficar outro lado mar saber haver ali senão barco jesus embarcar nele discípulo 23 contudo outro barco haver chegado tiberíades perto lugar onde comer pão haver senhor dado graça  /  1  /  22 no dia seguinte , a multidão que ficara no outro lado do mar , sabendo que não houvera ali senão um barquinho , e que jesus não embarcara nele com seus discípulos , mas que estes tinham ido sós 23 ( contudo , outros barquinhos haviam chegado a tiberíades para perto do lugar onde comeram o pão , havendo o senhor dado graças )
  dia  /  34 segundo número dia espiar terra saber quarenta dia levar sobre vós vosso iniqüidade quarenta ano ano dia conhecer oposição  /  1  /  34 segundo o número dos dias em que espiastes a terra , a saber , quarenta dias , levareis sobre vós as vossas iniqüidades por quarenta anos , um ano por um dia , e conhecereis a minha oposição
